Major group,Sub-major group,Minor Group,"Energy, with dietary fibre (kJ)",Protein (g),Total fat (g),Starch (g),Total sugars (g),Dietary fibre (g),Vitamin A retinol equivalents (µg),Vitamin B1 (Thiamin) (mg),Vitamin B2 (Riboflavin) (mg),Vitamin B3 (Niacin) (mg),Total Folates (µg),Vitamin B6 (mg),Vitamin B12 (µg),Vitamin C (mg),Vitamin E (mg),Calcium (Ca) (mg),Iodine (I) (µg),Iron (Fe) (mg),Magnesium (Mg) (mg),Phosphorus (P) (mg),Potassium (K) (mg),Selenium (Se) (µg),Sodium (Na) (mg),Zinc (Zn) (mg),Total saturated fat (g),Total monounsaturated fat (g),Total polyunsaturated fat (g),Linoleic acid (g),Alpha-linolenic acid (g),Total long chain omega 3 fatty acids (mg),Total trans fatty acids (mg)
"Reptiles, amphibia and insects",Insects,Insects,1159,2,2,2,60.7,5.9,0,0.155,0.115,0,0,0.02,0,2,0,20,0.5,20.6,36,0,166,0.8,16,0.95,0,0,0,0,0,0,0
"Reptiles, amphibia and insects",Reptiles,Reptiles,595.8333333,28.56666667,2.616666667,0.816666667,0,0,0,0.072666667,0.071666667,5.466666667,0,0.586666667,5.683333333,1,0.038333333,19,1.466666667,2.171666667,25.16666667,203.5,380.5,44.91666667,99.5,2.188333333,0.74,0.805,0.81,0.306666667,0.018333333,153.0373333,11.11833333
Savoury sauces and condiments,Dips,Dairy based dips,897.1,6.04,18.53,1.18,3.88,0.65,202.3,0.0458,0.1886,0.261,41.8,0.054,0.23,4,1.246,120.5,12.84,0.416,15.4,120.6,169.5,3.38,573.1,0.703,10.371,4.979,1.567,1.301,0.237,22.5806,634.725
Savoury sauces and condiments,Dips,Legume based dips,957,6.3,17.35,8.45,0.6,4.9,3,0.097,0.027,0.985,51.5,0.135,0,2.5,24.765,64.5,0.6,1.76,50.5,130,127.5,6.3,363.5,1.23,2.07,8.155,6.03,5.56,0.46,0,189.39
Savoury sauces and condiments,Dips,Other dips,1475.666667,6.233333333,30.96666667,9.533333333,2.5,1.733333333,49,0.112333333,0.1,0.653333333,54,0.116666667,2.7,5,9.666666667,45,12.6,0.763333333,23.33333333,119.3333333,142.3333333,11.86666667,540.6666667,0.636666667,5.42,15.82666667,7.92,6.373333333,1.126666667,378.819,308.8733333
Savoury sauces and condiments,Dips,Vegetable based dips,1028.692308,4.184615385,21.58461538,3.2,4.669230769,2.530769231,248.8461538,0.078153846,0.122846154,0.715384615,31.69230769,0.239230769,0.076923077,9.923076923,4.516153846,54.30769231,4.953846154,0.942307692,32.46153846,93.38461538,292.8461538,3.715384615,374.6923077,1.056923077,4.981538462,10.54615385,4.757692308,4.178461538,0.560769231,0.978923077,234.9484615
Savoury sauces and condiments,Gravies and savoury sauces,Dry gravy mixes,1311,8.9,6.2,28.5,0.7,0.1,0,0.31,0,1.8,14,0.11,0.6,0,0.18,30,1.4,1.1,27,175,129,8,5085,0.6,2.89,1.75,1.21,1.16,0.05,0,69.745
Savoury sauces and condiments,Gravies and savoury sauces,Dry savoury sauces and casserole bases and dry mixes,1525.5,9.7,4.15,47.9,21.8,5.3,82,0.275,0.33,3.01,22,0.15,0.1,0,1.15,204,0.5,0.965,70,228.5,643,8,2883,1.08,0.67,1.615,1.705,1.605,0.1,0,0
Savoury sauces and condiments,Gravies and savoury sauces,Gravies (prepared),317.5714286,1.1,4.657142857,5.714285714,0.357142857,0.785714286,10.14285714,0.023285714,0.005142857,0.165714286,7.714285714,0.014285714,0.071428571,0,0.395714286,5.571428571,1.2,0.22,4.428571429,20.14285714,50.85714286,1.257142857,406.7142857,0.105714286,1.874285714,1.932857143,0.518571429,0.434285714,0.081428571,0.738571429,147.2242857
Savoury sauces and condiments,Gravies and savoury sauces,Savoury pastes,953.8,3.35,15.68,9.93,5.56,6.87,152.5,0.0661,0.1102,1.603,25.9,0.285,0,21.8,5.908,97.3,8.66,4.789,45,66.6,393.8,5.89,2180.2,0.855,2.749,7.351,4.571,3.842,0.66,44.9209,65.434
Savoury sauces and condiments,Gravies and savoury sauces,"Savoury sauces, commercial, simmer style",474.3,1.37,6.15,3.5,9,1.63,36.6,0.4956,0.0681,0.561,21.9,0.075,0.03,2,0.844,22.7,4.67,1.246,12.2,26.4,112.7,1.8,467.6,0.298,3.067,1.829,0.795,0.679,0.104,4.0002,71.011
Savoury sauces and condiments,Gravies and savoury sauces,"Savoury sauces, dairy based, homemade",874.25,5.2125,18.3375,2.8875,2.925,0.8625,135.75,0.062875,0.1305,0.78875,26.75,0.04125,0.3125,0.625,1.2475,93.125,11.8,0.57625,13.5,112.875,161.875,5.7625,220.125,0.575,9.815,5.6075,1.42875,1.05375,0.25375,28.93575,691.325
Savoury sauces and condiments,Gravies and savoury sauces,"Savoury sauces, not tomato based, commercial",620.6666667,2.477777778,4.537037037,4.762962963,18.97407407,1.8,24.59259259,0.029888889,0.079111111,0.555925926,16.11111111,0.143703704,0.018518519,3.259259259,1.094074074,38.03703704,5.207407407,1.567777778,27.07407407,38.81481481,153.8518519,4.87037037,1998.333333,0.514814815,0.622222222,1.878888889,1.717407407,1.466296296,0.238888889,10.38681481,17.35111111
Savoury sauces and condiments,Gravies and savoury sauces,"Savoury sauces, not tomato based, homemade",1815.666667,3.95,45.95,0.95,0.583333333,1.183333333,270,0.054833333,0.099,0.635,16.83333333,0.075,0.316666667,6.333333333,6.508333333,78,10.05,0.793333333,19.66666667,97.83333333,124.1666667,5.616666667,116,0.843333333,16.68333333,19.68333333,5.658333333,5.088333333,0.486666667,39.01416667,1173.08
Savoury sauces and condiments,Gravies and savoury sauces,"Savoury sauces, tomato based, commercial",450.9,1.61,4.43,1.34,13.67,1.64,44.2,0.0268,0.0572,0.981,19.9,0.156,0.02,5.5,1.838,26.6,3.1,0.708,17.5,37.2,269.4,1.38,599.5,0.327,0.622,1.658,1.761,1.534,0.218,0.4317,56.758
Savoury sauces and condiments,Gravies and savoury sauces,"Savoury sauces, tomato based, homemade",264.25,1.2,1.4,0.375,9.025,1.775,53.75,0.02075,0.02525,0.7475,12.5,0.08,0,15,0.9675,30.5,1.175,0.6975,14.75,28.25,263,1.55,164,0.3775,0.1625,0.69,0.335,0.275,0.0575,0.4855,7.145
Savoury sauces and condiments,"Pickles, chutneys and relishes","Fruit-based pickles, chutneys and relishes",557,1.233333333,1.5,1,27.23333333,2.133333333,14.33333333,0.012333333,0.049666667,0.583333333,13,0.046666667,0,4.333333333,3.396666667,24.66666667,1.466666667,0.936666667,17.33333333,17.33333333,127.3333333,0.866666667,1220,0.166666667,0.2,0.676666667,0.416666667,0.293333333,0.116666667,0.344,6.403333333
Savoury sauces and condiments,"Pickles, chutneys and relishes","Vegetable-based pickles, chutneys and relishes",428.2,0.84,4.8,1.89,10.95,1.71,15.8,0.0062,0.012,0.195,4.1,0.067,0,8.1,1.556,31,2.28,0.535,10.3,17.6,78.4,0.51,836.7,0.11,0.612,3.093,0.753,0.653,0.098,0.0527,13.13
Savoury sauces and condiments,Salad dressings,"Italian and French-style dressings, full fat",1663.571429,0.828571429,40.48571429,0.442857143,7.414285714,0.514285714,1.714285714,0.014571429,0.027,0.104285714,2.428571429,0.012857143,0.014285714,3.571428571,11.99857143,11.57142857,0.685714286,0.324285714,6.571428571,18.28571429,39,3.414285714,810,0.174285714,4.765714286,20.06285714,13.65571429,12.16571429,1.447142857,0.054,240.7828571
Savoury sauces and condiments,Salad dressings,"Italian and French-style dressings, reduced or non-fat",202,1,0.133333333,0.266666667,8.633333333,1,8.666666667,0.006333333,0.060333333,0.286666667,6.333333333,0.06,0.1,9.333333333,0.093333333,22.66666667,3.733333333,0.366666667,15.66666667,10,93.33333333,2.666666667,1545,0.103333333,0.013333333,0.01,0.02,0.016666667,0.003333333,1.886,0.02
Savoury sauces and condiments,Salad dressings,"Mayonnaise and cream-style dressings, full fat",2125,1.541666667,52.275,1.316666667,7.891666667,0.533333333,32.08333333,0.01625,0.181166667,0.178333333,6.666666667,0.03,0.233333333,2.416666667,12.57583333,17.25,9.808333333,0.484166667,5.5,36.41666667,65.33333333,4.233333333,626.1666667,0.1775,7.0925,20.835,21.68833333,19.34833333,2.25,11.68458333,365.7975
Savoury sauces and condiments,Salad dressings,"Mayonnaise and cream-style dressings, reduced or non-fat",690.1666667,0.733333333,8.683333333,3.933333333,16.88333333,0.233333333,3.833333333,0,0.245,0.063333333,0,0.01,0.016666667,0,8.983333333,13,3.95,0.233333333,2.666666667,21.5,36.16666667,1.166666667,775.5,0.016666667,1.108333333,2.756666667,4.376666667,4.19,0.173333333,0,35.58333333
Savoury sauces and condiments,Salad dressings,Vinegar,197,0.3,0,0,7.5,1.05,0,0,0,0,0,0,0,0,0,14,1.1,0.36,6.5,12,59,0.5,14,0.04,0,0,0,0,0,0,0
Savoury sauces and condiments,Stuffings,Bread-based stuffings,804,6.4,8.4,20.2,1.4,2.4,74,0.6,0.01,0.3,54,0.09,0,0,0.62,29,56.6,1.6,27,93,220,4.3,520,0.6,2.7,3.94,1.16,1.08,0.08,0,46.37
Seed and nut products and dishes,Nuts and nut products,Coconut and coconut products,968.4,2.54,22.2,1,3.99,2.9,0,0.0047,0.0055,0.436,15.4,0.024,0,0.6,0.22,9.9,0.84,0.679,20.8,45.4,242.8,3.97,15.3,0.404,19.813,0.925,0.165,0.165,0,0,0
Seed and nut products and dishes,Nuts and nut products,Mixed nuts or nuts and seeds,2673,18.47368421,57.68947368,5.836842105,3.968421053,7.678947368,2.578947368,0.452526316,0.456315789,4.902105263,54.26315789,0.362631579,0,0,10.72,114.6842105,0.668421053,3.507894737,221.9473684,440.1052632,604.7894737,112.4947368,99.47368421,3.75,6.71,31.52473684,16.87105263,15.39789474,1.464210526,0,111.9042105
Seed and nut products and dishes,Nuts and nut products,Other nuts and nut products and dishes,2434,14.35652174,50.24347826,7.656521739,8.27826087,7.395652174,5.652173913,0.348173913,0.380478261,2.240869565,37.47826087,0.363913043,0,2.130434783,8.08826087,91.82608696,0.539130435,3.132608696,170.2173913,353.1304348,556.9565217,91.10434783,93.73913043,2.957826087,5.42,29.64695652,12.98652174,12.58565217,0.400434783,0,19.8226087
Seed and nut products and dishes,Nuts and nut products,Peanut products,2142.714286,17.87142857,41.52857143,5.657142857,10.31428571,5.028571429,14,0.110714286,0.105857143,11.95571429,141.5714286,0.16,0,5.142857143,5.585714286,45.57142857,8.614285714,1.647142857,144.4285714,289.8571429,502.2857143,9.385714286,364.1428571,2.305714286,7.822857143,28.11,3.498571429,3.384285714,0.068571429,0,128.4042857
Seed and nut products and dishes,Nuts and nut products,Peanuts,2586.25,24.825,51.1,8.225,4.65,7.225,1,0.46,0.1425,17.25,129.75,0.5625,0,0,3.7125,46,0.5,1.775,150,382.5,612.5,6.1,179.25,2.88,8.8825,35.435,4.1975,4.14,0,0,166.0625
Seed and nut products and dishes,Seeds and seed products,Seed products,931.5,6.675,15.825,0.45,1.05,25.3,11.75,0.345,0.20375,2.4825,30.25,0.2075,0.1,4.5,54.2075,146.75,5.475,2.965,86,216,120.75,8.35,63.75,4.03,1.9825,5.785,7.3525,7.3025,0.05,0,330.2425
Seed and nut products and dishes,Seeds and seed products,Seeds,2014.7,21.08,38.35,4.38,1.37,17.57,10.2,0.8097,0.2047,5.058,98.2,0.394,0.05,0.7,29.718,345.9,2.77,6.384,345.8,725.3,577.3,19.35,27.5,5.238,4.716,9.028,22.783,18.156,4.626,0.1184,546.987
Snack foods,Corn snacks,Corn chips,2088.714286,6.728571429,27.14285714,52.5,1.6,6.585714286,10.28571429,0.166285714,0.078428571,2.04,14.71428571,0.154285714,0,0,2.474285714,120.7142857,5.8,2.157142857,57.42857143,226.2857143,163.4285714,0.5,374.7142857,1.447142857,11.17857143,10.44285714,4.084285714,3.982857143,0.102857143,0,220.4914286
Snack foods,Corn snacks,Popcorn,1880.833333,9.55,19.25,43.73333333,9.65,11.63333333,57,0.069666667,0.067,2,24.66666667,0.13,0,0,2.42,6.166666667,0.516666667,2.213333333,114.3333333,269.3333333,239.5,0.466666667,314.8333333,2.238333333,5.328333333,6.148333333,5.455,4.706666667,0.72,0,1287.215
Snack foods,Extruded or reformed snacks,Extruded snacks,2056.714286,7.242857143,23.98571429,54.21428571,5.057142857,5.428571429,22.14285714,0.100285714,0.045714286,1.497142857,28.42857143,0.117142857,0,0.142857143,2.971428571,79.71428571,5.514285714,1.632857143,45.14285714,206.7142857,241.8571429,1.314285714,708.4285714,1.172857143,7.142857143,10.69857143,5.024285714,4.538571429,0.487142857,0,224.2557143
Snack foods,Other snacks,Other snacks,1655,16.35,19.725,33.25,2.5625,4.23125,65.5,0.213125,0.2099375,2.04,70.75,0.061875,0.49375,1.0625,1.49375,220.5625,16.95,2.905,58.625,271.5625,287.125,11.9375,1201.375,1.74125,8.574375,6.8675,3.03125,2.461875,0.505625,13.735,327.09875
Snack foods,Potato snacks,Other vegetable crisps,2075,4.85,26.7,28.55,27.85,8.25,25.5,0.1625,0.055,1.18,163.5,0.225,0,19,16.73,29,1.4,2.48,68.5,111,613.5,2.45,515,2.525,3.075,12.31,9.775,9.02,0.73,0,312.91
Snack foods,Potato snacks,Potato crisps,2150,6.36,30.78666667,49.06,2.32,3.7,0.4,0.163266667,0.027466667,1.691333333,59.26666667,0.036666667,0,24.66666667,7.472,37.46666667,6.026666667,1.906,58.2,149.0666667,1309.333333,1.333333333,690,1.06,7.684666667,16.42666667,4.990666667,4.831333333,0.116,0,307.952
Soup,Canned condensed soup (unprepared),"Soup containing meat, poultry or seafood",276,1.9,3.3,6,1.1,0.1,25,0.3,0.23,0,1,0.01,0.1,0,0.8,21,3,0.2,4,36,41,1.2,690,0.8,1.14,1.06,0.94,0.94,0,0,31.55
Soup,Canned condensed soup (unprepared),"Soup, vegetable only",238.5,1.15,1.65,3.85,4.9,1.45,14,0.13,0.085,0.65,2.5,0.11,0,2,1.4,16,3,0.4,9,26,186,0.85,660,0.45,0.55,0.44,0.585,0.575,0.01,0,18.555
Soup,Dry soup mix,"Dry soup mix containing meat, poultry or seafood",1467.375,8.0125,5.8,53.7625,10.05,5.025,126.375,16.41375,0.125625,0.075,82.75,0.24,0.1625,0,1.1875,47.75,11.25,1.0475,24.125,168.875,27.125,5.425,3220.75,0.58375,2.23,2.18375,1.08625,1.0425,0.04625,0,93.17
Soup,Dry soup mix,"Dry soup mix, vegetable only",1341.5,5.85,6.616666667,38.91666667,14.75,5.05,81.33333333,0.605,0.09,0,108.8333333,0.368333333,0.15,0,1.505,69,8,1.205,29.66666667,187.1666667,71.83333333,5.9,4253.833333,0.496666667,2.758333333,2.385,1.076666667,1.021666667,0.05,1.33,136.8783333
Soup,"Soup, commercially sterile, prepared from condensed or sold ready to heat","Soup containing meat, poultry or seafood",228.5,2.775,1.3125,5.6375,1.3625,1.5875,74.875,0.079625,0.054625,0.51375,6.375,0.05625,0.0625,1.75,0.34125,16.875,3.0375,0.43625,10.875,48.25,149.875,1.425,325,0.56375,0.48875,0.4325,0.29625,0.28375,0.00625,0.757,11.52625
Soup,"Soup, commercially sterile, prepared from condensed or sold ready to heat","Soup, vegetable only",185.2857143,1.342857143,1.128571429,2.785714286,3.671428571,1.185714286,74.14285714,0.047142857,0.039428571,0.582857143,9.428571429,0.074285714,0,5,0.68,24.42857143,3.642857143,0.307142857,10.71428571,30.57142857,198.4285714,1.228571429,314.4285714,0.224285714,0.515714286,0.274285714,0.204285714,0.181428571,0.017142857,1.003428571,33.33428571
Soup,"Soup, homemade from basic ingredients","Soup containing meat, poultry or seafood",249.92,4.604,2.492,2.764,1.208,1.28,170.68,0.0458,0.0668,1.1996,14.28,0.0916,0.352,4.08,0.446,17.04,4.168,0.5832,13.12,60.76,177.68,4.384,227.08,0.7352,0.6904,1.1844,0.3656,0.2884,0.042,16.82932,40.7504
Soup,"Soup, homemade from basic ingredients","Soup, vegetable only",202.0588235,2.017647059,2.2,2.305882353,1.752941176,1.705882353,63.88235294,0.027058824,0.036058824,0.522941176,12.47058824,0.06,0.064705882,5.823529412,0.505294118,21.82352941,5.535294118,0.57,13.47058824,42.17647059,188.9411765,1.482352941,209.5882353,0.232352941,0.671764706,0.992941176,0.318823529,0.264117647,0.039411765,7.261176471,29.99823529
Soup,"Soup, not commercially sterile, purchased ready to eat","Soup containing meat, poultry or seafood",313,5.04,3.28,4.54,1.14,1.12,59.6,0.034,0.0384,1.136,8.4,0.088,0.16,4.2,0.484,25,3.38,0.604,14.2,57,145,6.2,354.6,0.566,1.452,1.094,0.45,0.368,0.048,15.1808,48.768
Soup,"Soup, not commercially sterile, purchased ready to eat","Soup, vegetable only",203.5,1.5,2.3,2.7,1.8,1.7,110.5,0.0295,0.0195,0.405,6,0.065,0,4.5,0.53,17,0.95,0.43,9.5,30.5,152,1.2,394.5,0.19,0.42,1.27,0.425,0.365,0.055,0.1235,20.95
Soup,"Soup, prepared from dry soup mix","Soup containing meat, poultry or seafood",125,0.7,0.533333333,4.383333333,0.883333333,0.633333333,12.16666667,1.763166667,0.012333333,0.033333333,6.166666667,0.011666667,0,0,0.095,5.166666667,1.75,0.096666667,3.833333333,13,14,0.6,331.8333333,0.038333333,0.22,0.181666667,0.095,0.091666667,0.005,0,9.475
Soup,"Soup, prepared from dry soup mix","Soup, vegetable only",129.6666667,0.783333333,0.85,3.683333333,0.816666667,0.933333333,7.833333333,0.101833333,0.002333333,0,5.833333333,0.016666667,0,0,0.19,6.5,1.216666667,0.098333333,4.333333333,15.66666667,20,0.533333333,352.5,0.041666667,0.41,0.3,0.086666667,0.085,0.003333333,0.0915,14.63833333
Special dietary foods,Formula dietary foods,Biscuit and bar meal replacement,1647,24.5,10.3,25.6,18.9,8.1,447,0.81,1.1,8.8,155,1.15,1,31,7.6,592,76,7.1,157,556,612,22.7,292,5.9,4.35,2.89,2.57,2.26,0.31,0,34.46
Special dietary foods,Formula dietary foods,Meal replacement and similar dry powders,1581.090909,35.00909091,6.472727273,10.50909091,33.72727273,3.5,581.8181818,0.949090909,1.363636364,10.52727273,247.9090909,1.3,1.945454545,43.81818182,8.518181818,682.5454545,100.7272727,11.05454545,234.4545455,620.6363636,1287.363636,32.09090909,574.5454545,9.7,2.059090909,3.586363636,0.521818182,0.358181818,0.162727273,0,121.9027273
Special dietary foods,Formula dietary foods,Meal replacement and similar prepared beverages,351.4210526,7.257894737,1.584210526,2,7.873684211,1.052631579,107.6315789,0.165473684,0.293263158,1.821052632,45.21052632,0.233157895,0.505263158,7.526315789,1.471052632,158.7894737,23.21052632,1.871052632,44.10526316,136.5263158,265.4210526,5.810526316,109.3684211,1.748421053,0.651578947,0.722631579,0.124736842,0.094736842,0.031578947,0.245736842,35.73105263
Special dietary foods,Formula dietary foods,Sport and protein prepared beverages,349.625,8.958333333,1.158333333,4.533333333,4.504166667,0.320833333,60.33333333,0.113875,0.26125,0.689583333,23.25,0.177916667,0.633333333,6.166666667,1.009166667,91.25,14.4875,0.712916667,26.125,101.2916667,141,2.791666667,83.125,0.752916667,0.5025,0.460833333,0.12125,0.111666667,0.009166667,0.255833333,27.3725
Special dietary foods,Formula dietary foods,"Sport and protein, dry powders",1611.928571,56.48571429,3.557142857,19.45,9.75,2.6,256.6428571,0.702928571,1.490214286,3.918571429,200.7142857,2.935714286,7.021428571,98.14285714,4.849285714,369.0714286,55.75,5.390714286,163.0714286,424.6428571,514.1428571,17.77857143,303.8571429,4.773571429,1.061428571,2.036428571,0.302857143,0.267857143,0.035714286,0,67.02642857
Special dietary foods,Formula dietary foods,Supplementary and medical foods dry powders,1743.666667,15.88333333,10.31666667,36.75,28.83333333,0.733333333,363.3333333,0.866666667,0.868333333,8.266666667,227,0.553333333,2.133333333,42,7.916666667,509.8333333,63.33333333,7.516666667,84.33333333,460.3333333,815.1666667,19.56666667,254.6666667,4.4,2.738333333,5.466666667,1.61,1.125,0.48,0,123.2016667
Special dietary foods,Formula dietary foods,Supplementary and medical foods prepared beverages,454,5.4375,2.3625,6.2375,10.375,0.0875,82.625,0.1655,0.307875,1.74,46.25,0.165,0.6625,10.75,1.4575,150.5,24.8875,1.14375,29.75,145,231.125,5.5875,68.75,1.03625,1.12125,0.91375,0.1725,0.1125,0.0575,0.933875,63.94625
Sugar products and dishes,Dishes and products other than confectionery where sugar is the major component,Frostings and icing,1856.2,1.573333333,23.68,1.96,57.19333333,0.526666667,69.26666667,0.012,0.057666667,0.318,9,0.015333333,0.06,0.133333333,0.532,27.6,3.006666667,0.706666667,22.86666667,51.4,121.6666667,1.22,49.13333333,0.410666667,18.36933333,2.990666667,0.854,0.691333333,0.139333333,5.103466667,241.8773333
Sugar products and dishes,Dishes and products other than confectionery where sugar is the major component,Sugar-based desserts,918.0769231,3.076923077,2.192307692,0.476923077,48.05384615,0.384615385,20.92307692,0.003,0.078384615,0.060769231,6.846153846,0.013846154,0.007692308,2.923076923,0.146153846,7.538461538,1.330769231,0.108461538,3.923076923,8.461538462,50.69230769,2.423076923,103.1538462,0.058461538,1.344615385,0.533846154,0.116923077,0.073076923,0.025384615,4.236076923,106.7492308
Sugar products and dishes,Dishes and products other than confectionery where sugar is the major component,"Sugar-based desserts, intense sweetened",480,4.35,0,21.75,1.775,0.3,9.75,0.0015,0.0045,0.0675,0.25,0.015,0,1,0.09,2.75,0.625,0.0775,1.75,2.5,18.5,0.4,143.5,0.03,0,0,0,0,0,0,0
Sugar products and dishes,Dishes and products other than confectionery where sugar is the major component,"Water ice confection, gelato, sorbet",349.6666667,0.266666667,0.1,0,20.43333333,0,0.666666667,0.013333333,0,0,5.333333333,0.02,0,1.333333333,0.1,2.666666667,3.5,0.163333333,2,1.666666667,23,0.5,7.333333333,0.023333333,0,0,0,0,0,0,0
Sugar products and dishes,"Jam and lemon spreads, chocolate spreads, sauces","Jams and conserves, reduced sugar",583,0.685714286,0.214285714,0.328571429,32.21428571,2.814285714,2.571428571,0.028285714,0.024857143,1.184285714,10.28571429,0.084285714,0,20.42857143,0.121428571,27.71428571,5.085714286,0.771428571,13.14285714,20.42857143,132.8571429,1.528571429,26.42857143,0.152857143,0.028571429,0.035714286,0.031428571,0.02,0.01,0,0
Sugar products and dishes,"Jam and lemon spreads, chocolate spreads, sauces","Jams and conserves, sugar sweetened",1035.5625,0.29375,0.0375,0.11875,62.4625,1.675,5.6875,0.0023125,0.0035,0.2675,8.875,0.04125,0,4.75,0.036875,11.4375,0.56875,0.271875,11.375,7.75,69.0625,1.34375,18.5,0.0775,0.000625,0.000625,0.000625,0.000625,0,0,0
Sugar products and dishes,"Jam and lemon spreads, chocolate spreads, sauces","Sauces, sweet, fruit-based",294,0.466666667,0.166666667,0.2,15.3,2.533333333,1.666666667,0.018333333,0.016666667,0.113333333,7.666666667,0.033333333,0,11,0.283333333,10.33333333,0.5,0.29,7.333333333,14.33333333,96,0.666666667,7.333333333,0.123333333,0.053333333,0.02,0.016666667,0.006666667,0.01,0.073,3.796666667
Sugar products and dishes,"Jam and lemon spreads, chocolate spreads, sauces","Sweet spreads or sauces, chocolate/coffee flavoured",2151,4.95,35.2,3.2,43.25,2.2,88.5,0.0575,0.1875,0.71,22,0.04,0.05,0,1.07,92.5,7.75,1.8,71.5,162,353.5,1.6,79.5,1.235,16.16,13.55,3.36,2.765,0.51,19.643,671.76
Sugar products and dishes,"Jam and lemon spreads, chocolate spreads, sauces","Sweet spreads, fruit flavoured",1098.5,1.55,15.1,0.75,30.55,0.55,138,0.0135,0.055,0.235,12.5,0.02,0.1,9.5,0.51,14,7.35,0.255,3.5,23.5,40.5,3.05,73.5,0.14,9.58,3.16,0.38,0.275,0.075,22.632,839.585
Sugar products and dishes,"Sugar, honey and syrups",Honey and sugar syrups,1174.2,0.08,0.04,0,65.1,0,0,0.0012,0.002,0.086,0,0.042,0,0,0,62.6,0.4,1.04,11.2,3.2,175.8,0.54,60.6,1.36,0,0,0,0,0,0,0
Sugar products and dishes,"Sugar, honey and syrups",Sugar,1587.333333,0.066666667,0.033333333,0.577777778,98.11111111,0.622222222,0.111111111,0.000888889,0.001555556,0.014444444,0.333333333,0.025555556,0,0.333333333,0.011111111,32.66666667,0.5,0.634444444,3.666666667,2.666666667,45.33333333,0.533333333,2.777777778,0.022222222,0.015555556,0.011111111,0.002222222,0.002222222,0,0,0
Sugar products and dishes,"Sugar, honey and syrups","Toppings, all flavours",1437.333333,1.533333333,16.23333333,1.55,48.66666667,0.616666667,44.33333333,0.01,0.067,0.186666667,6.333333333,0.02,0.083333333,0,1.07,53.16666667,5.766666667,0.44,17.83333333,50.33333333,176.1666667,3.166666667,94,0.298333333,10.06666667,3.081666667,1.865,1.533333333,0.291666667,9.3635,400.2866667
Vegetable products and dishes,"Cabbage, cauliflower and similar brassica vegetables","Broccoli, broccolini and cauliflower",241.7058824,3.929411765,3.117647059,0.211764706,1.341176471,3.417647059,37.94117647,0.068647059,0.159647059,0.452352941,61.41176471,0.065882353,0.011764706,66.70588235,0.670588235,36.47058824,1.629411765,0.726470588,19.35294118,69.41176471,302.4705882,0.835294118,33.35294118,0.48,0.719411765,1.387647059,0.550588235,0.455294118,0.088823529,0.906058824,43.59235294
Vegetable products and dishes,"Cabbage, cauliflower and similar brassica vegetables",Cabbage and similar brassica vegetables,170.1707317,2.182926829,2.007317073,0.051219512,2.109756098,2.768292683,59.34146341,0.064756098,0.080121951,0.399268293,70.02439024,0.225853659,0,41,0.481219512,49.43902439,1.958536585,0.822682927,15.51219512,38.7804878,326.7560976,0.556097561,44.12195122,0.295121951,0.344878049,0.99,0.393658537,0.33804878,0.054390244,0.203243902,21.2095122
Vegetable products and dishes,Carrot and similar root vegetables,Carrots,245.7857143,0.857142857,2.928571429,0.042857143,5.371428571,4.007142857,1412.214286,0.059928571,0.036071429,0.644285714,21.21428571,0.297857143,0,4.785714286,0.927857143,34.85714286,0.578571429,0.364285714,11.78571429,36.07142857,256.9285714,0.542857143,68.64285714,0.222857143,0.578571429,1.457857143,0.601428571,0.5,0.097857143,0.447428571,37.96214286
Vegetable products and dishes,Carrot and similar root vegetables,Other root vegetables,346.3703704,1.685185185,1.683333333,8.694444444,4.381481481,3.438888889,260.3148148,0.052703704,0.049518519,0.83962963,26.53703704,0.107592593,0,20.01851852,0.875,26.74074074,0.681481481,0.678888889,18.35185185,43.42592593,322.4074074,0.694444444,37.48148148,0.720925926,0.225740741,0.859259259,0.346111111,0.272222222,0.065555556,0.092222222,10.87259259
Vegetable products and dishes,Dishes where vegetable is the major component,Fried vegetable dishes,971.7142857,8.6,13.22857143,16.21428571,2.5,2.114285714,125,0.077142857,0.131714286,0.858571429,24.71428571,0.084285714,0.285714286,16.14285714,1.83,74.28571429,10.18571429,0.787142857,21.42857143,157.8571429,186.4285714,6.642857143,302.2857143,0.765714286,3.88,5.648571429,2.642857143,2.23,0.375714286,11.08914286,237.79
Vegetable products and dishes,Dishes where vegetable is the major component,"Salads, vegetable based",332.8378378,3.167567568,5.013513514,1.686486486,2.640540541,2.186486486,178.7027027,0.058108108,0.078216216,0.733243243,29.43243243,0.095675676,0.086486486,19.10810811,1.063243243,63.89189189,3.240540541,0.709459459,18.35135135,67.16216216,248.7297297,1.627027027,115.7567568,0.564864865,1.468648649,2.1,1.046216216,0.944594595,0.092432432,2.974675676,60.71702703
Vegetable products and dishes,Dishes where vegetable is the major component,"Salads, vegetable based, added meat, fish or eggs",505.7391304,10.63043478,6.504347826,2.32173913,1.77826087,1.552173913,110.3913043,0.10773913,0.10726087,2.543043478,34.7826087,0.146521739,0.465217391,10.73913043,1.09,63.04347826,8.22173913,0.909565217,21.2173913,136.6956522,254.4347826,10.44347826,309.4347826,1.241304348,2.212173913,2.78826087,0.973913043,0.791304348,0.103478261,46.36695652,80.85043478
